masked_img_name,clothing_type,fabric,pattern,segm_name,img_id
MEN-Denim-id_00000080-01_7_additional_segm_1.png,1,1,3,MEN-Denim-id_00000080-01_7_additional_segm.png,MEN-Denim-id_00000080
MEN-Denim-id_00000080-01_7_additional_segm_4.png,4,1,4,MEN-Denim-id_00000080-01_7_additional_segm.png,MEN-Denim-id_00000080
MEN-Denim-id_00000089-01_7_additional_segm_1.png,1,1,3,MEN-Denim-id_00000089-01_7_additional_segm.png,MEN-Denim-id_00000089
MEN-Denim-id_00000089-01_7_additional_segm_4.png,4,1,3,MEN-Denim-id_00000089-01_7_additional_segm.png,MEN-Denim-id_00000089
MEN-Denim-id_00000089-02_7_additional_segm_1.png,1,1,2,MEN-Denim-id_00000089-02_7_additional_segm.png,MEN-Denim-id_00000089
MEN-Denim-id_00000089-02_7_additional_segm_4.png,4,1,3,MEN-Denim-id_00000089-02_7_additional_segm.png,MEN-Denim-id_00000089
MEN-Denim-id_00000089-03_7_additional_segm_1.png,1,1,3,MEN-Denim-id_00000089-03_7_additional_segm.png,MEN-Denim-id_00000089
MEN-Denim-id_00000089-03_7_additional_segm_4.png,4,1,3,MEN-Denim-id_00000089-03_7_additional_segm.png,MEN-Denim-id_00000089
MEN-Denim-id_00000089-04_7_additional_segm_1.png,1,0,3,MEN-Denim-id_00000089-04_7_additional_segm.png,MEN-Denim-id_00000089
MEN-Denim-id_00000089-04_7_additional_segm_4.png,4,1,3,MEN-Denim-id_00000089-04_7_additional_segm.png,MEN-Denim-id_00000089
MEN-Denim-id_00000089-05_7_additional_segm_1.png,1,1,3,MEN-Denim-id_00000089-05_7_additional_segm.png,MEN-Denim-id_00000089
MEN-Denim-id_00000089-05_7_additional_segm_4.png,4,1,3,MEN-Denim-id_00000089-05_7_additional_segm.png,MEN-Denim-id_00000089
MEN-Denim-id_00000089-08_4_full_segm_1.png,1,1,4,MEN-Denim-id_00000089-08_4_full_segm.png,MEN-Denim-id_00000089
MEN-Denim-id_00000089-08_4_full_segm_2.png,2,0,3,MEN-Denim-id_00000089-08_4_full_segm.png,MEN-Denim-id_00000089
MEN-Denim-id_00000089-08_4_full_segm_4.png,4,1,3,MEN-Denim-id_00000089-08_4_full_segm.png,MEN-Denim-id_00000089
MEN-Denim-id_00000089-15_4_full_segm_1.png,1,1,3,MEN-Denim-id_00000089-15_4_full_segm.png,MEN-Denim-id_00000089
MEN-Denim-id_00000089-15_4_full_segm_4.png,4,1,3,MEN-Denim-id_00000089-15_4_full_segm.png,MEN-Denim-id_00000089
MEN-Denim-id_00000089-17_4_full_segm_1.png,1,1,3,MEN-Denim-id_00000089-17_4_full_segm.png,MEN-Denim-id_00000089
MEN-Denim-id_00000089-17_4_full_segm_4.png,4,1,3,MEN-Denim-id_00000089-17_4_full_segm.png,MEN-Denim-id_00000089
MEN-Denim-id_00000089-18_4_full_segm_1.png,1,1,3,MEN-Denim-id_00000089-18_4_full_segm.png,MEN-Denim-id_00000089
